Rounds,Fairway Percentage,Avg Distance,gir,Average Putts,Average Scrambling,Average SG Putts,SG:OTT,SG:APR,SG:ARG
61.0,64.28,293.7,66.77,29.87,58.36,-0.184,0.222,-0.236,-0.085
89.0,64.27,277.1,62.36,27.97,61.19,0.4639999999999999,-0.287,0.088,0.308
79.0,64.2,297.7,70.25,30.24,54.37,-0.51,0.297,0.364,0.019
98.0,64.19,292.7,69.9,29.3,59.51,0.129,0.408,0.395,-0.138
95.0,64.19,281.2,66.55,28.58,65.56,0.574,-0.286,0.28,0.127
87.0,64.17,293.3,69.92,29.48,57.96,-0.065,0.4639999999999999,0.515,0.005
74.0,64.12,287.1,63.47,29.39,51.84,0.211,0.002,-0.65,-0.185
55.0,64.07,286.4,66.06,29.89,59.52,0.074,-0.501,0.005,0.095
88.0,64.04,289.2,67.86,30.2,49.38,-0.885,0.261,0.081,-0.331
84.0,63.98,292.4,68.61,29.48,57.08,0.19,0.431,0.309,-0.111
84.0,63.98,289.3,68.22,29.8,61.83,-0.071,0.431,0.198,0.068
62.0,63.85,276.5,62.5,29.46,51.32,-0.35,-0.8220000000000001,-0.895,-0.077
58.0,63.75,292.7,66.13,29.88,54.57,-0.36,0.272,0.1989999999999999,-0.046
68.0,63.72,285.7,66.15,29.61,58.21,-0.297,-0.228,-0.02,-0.004
101.0,63.69,293.1,68.8,29.74,56.83,-0.314,0.428,-0.142,-0.08
84.0,63.47,289.7,67.92,29.42,56.08,-0.071,0.115,-0.121,0.118
89.0,63.4,281.3,66.94,29.12,59.13,0.337,-0.284,0.081,0.0069999999999999
54.0,63.4,296.2,65.34,29.24,57.84,0.049,0.266,-0.441,0.157
64.0,63.35,283.3,65.34,28.75,61.58,0.518,-0.351,-0.237,0.306
75.0,63.28,292.3,68.62,29.84,56.46,-0.7390000000000001,0.369,0.979,0.145
84.0,63.16,278.0,65.28,28.69,62.4,0.476,-0.406,0.235,0.205
90.0,63.11,278.7,64.51,28.4,63.13,0.551,-0.298,-0.207,0.24
81.0,63.09,286.9,65.04,29.43,54.45,0.289,-0.204,-0.77,-0.0579999999999999
77.0,63.08,288.1,66.36,29.22,57.47,0.231,0.285,-0.508,-0.015
90.0,62.98,287.2,69.31,29.77,57.4,0.062,0.01,0.077,0.081
57.0,62.96,288.7,69.72,31.0,50.36,-0.947,0.081,-0.045,-0.248
86.0,62.96,290.2,67.95,29.53,56.0,-0.275,0.237,0.12,-0.301
70.0,62.93,294.4,69.61,30.07,54.03,-0.746,0.472,1.164,-0.027
75.0,62.84,295.7,67.42,29.65,54.15,-0.115,0.285,0.138,-0.006
99.0,62.82,282.1,63.8,28.24,62.06,0.818,-0.18,-0.152,0.069
55.0,62.72,286.8,62.47,28.9,59.82,0.213,-0.109,-0.655,0.221
70.0,62.67,283.2,64.61,28.77,61.27,0.235,-0.136,0.182,0.205
54.0,62.64,300.0,66.24,29.27,60.13,-0.225,0.698,0.271,-0.025
91.0,62.63,296.5,69.63,29.32,55.51,0.09,0.593,0.517,-0.304
85.0,62.59,282.4,68.24,29.52,58.1,0.065,-0.356,0.3229999999999999,-0.128
77.0,62.57,292.0,69.73,30.71,54.26,-0.789,0.085,-0.235,0.0
52.0,62.5,273.2,60.63,29.78,53.37,-0.182,-0.8759999999999999,-0.5720000000000001,-0.408
71.0,62.36,277.0,65.28,28.46,65.41,0.87,-0.506,0.6609999999999999,0.4639999999999999
50.0,62.18,281.0,65.48,30.02,50.96,-0.871,-0.177,0.363,-0.311
83.0,62.16,283.1,67.8,28.93,63.2,0.241,-0.064,0.302,0.241
60.0,62.06,290.9,64.75,28.93,57.61,0.24,0.166,-0.292,-0.185
81.0,61.96,290.6,67.49,29.53,56.33,0.261,0.27,-0.016,0.053
67.0,61.9,286.2,65.52,30.03,50.38,-0.386,0.122,-0.31,-0.607
54.0,61.66,279.0,58.94,29.0,50.88,-0.002,-0.351,-1.179,-0.353
78.0,61.66,289.6,66.05,29.43,57.5,-0.396,0.21,0.755,0.122
85.0,61.59,298.2,66.53,28.73,60.6,0.104,0.638,0.317,-0.065
85.0,61.54,290.9,70.0,29.54,61.66,0.0289999999999999,0.091,0.046,0.354
69.0,61.46,291.4,69.0,30.1,52.73,-0.6409999999999999,0.2,-0.103,-0.205
52.0,61.43,289.9,65.97,29.69,53.4,-0.172,0.079,-0.536,-0.375
79.0,61.41,283.9,67.79,29.59,60.48,0.0139999999999999,-0.33,0.143,0.123
92.0,61.4,301.1,71.26,30.02,54.83,-0.467,0.6920000000000001,0.45,-0.179
64.0,61.31,294.2,68.68,29.07,60.86,0.812,0.215,0.483,-0.111
86.0,61.0,279.5,63.18,28.94,60.18,0.3389999999999999,-0.5660000000000001,-0.192,0.1669999999999999
59.0,60.94,287.3,65.28,29.08,63.69,-0.045,-0.092,-0.139,0.396
79.0,60.71,288.9,65.85,29.77,57.48,-0.012,-0.265,-0.263,0.068
53.0,60.7,295.6,70.07,30.18,53.41,-0.586,0.124,0.178,-0.154
86.0,60.61,290.8,63.96,29.61,52.44,-0.114,-0.124,-0.405,-0.256
98.0,60.47,285.4,66.16,28.73,59.46,0.37,-0.308,-0.046,0.153
77.0,60.37,281.5,68.65,29.62,59.47,-0.084,-0.6759999999999999,0.2189999999999999,0.147
84.0,60.36,296.3,71.43,30.44,55.79,-0.445,0.515,0.042,-0.2689999999999999
79.0,60.28,289.1,66.74,29.36,56.48,-0.2019999999999999,0.3,-0.218,0.276
87.0,60.27,275.8,63.29,28.28,64.37,0.626,-0.66,-0.1159999999999999,0.293
91.0,60.27,296.5,67.83,29.68,57.31,-0.304,0.354,0.143,-0.049
96.0,60.26,283.2,70.12,29.94,57.93,0.078,-0.422,0.425,-0.016
72.0,60.16,288.4,67.86,28.99,61.23,0.33,0.215,0.735,0.043
72.0,60.04,288.0,65.9,29.69,57.24,-0.384,-0.061,-0.095,-0.253
65.0,59.93,291.7,63.28,29.56,53.85,-0.6679999999999999,-0.1119999999999999,-0.629,-0.221
77.0,59.91,287.7,67.68,29.38,57.81,-0.302,-0.177,0.192,0.086
93.0,59.8,275.5,66.01,28.53,64.32,0.772,-0.555,0.06,0.07
101.0,59.75,289.0,61.84,28.89,58.82,-0.0559999999999999,-0.236,0.077,0.348
58.0,59.47,271.4,59.05,29.02,47.49,0.426,-1.3430000000000002,-0.622,-0.5529999999999999
86.0,59.37,288.2,65.48,28.96,54.98,0.512,-0.177,-0.45,-0.326
99.0,59.32,285.9,66.07,29.23,56.69,0.096,-0.005,-0.19,-0.142
73.0,58.93,294.0,70.42,30.13,56.91,-0.491,-0.128,0.589,-0.206
55.0,58.71,294.5,70.18,30.45,53.23,-0.711,0.131,-0.055,0.1669999999999999
88.0,58.4,295.7,68.6,29.47,55.35,0.2019999999999999,0.39,-0.304,-0.1969999999999999
103.0,58.37,285.5,68.23,29.32,59.59,0.021,-0.244,0.675,0.149
87.0,58.37,295.0,66.67,29.44,56.9,-0.146,0.074,0.417,0.072
62.0,57.94,287.0,67.69,29.22,56.16,0.37,-0.165,0.488,0.0409999999999999
54.0,57.82,307.3,68.11,29.8,58.71,-0.126,0.415,0.106,-0.291
82.0,57.78,298.2,67.68,29.15,60.38,-0.009,0.254,0.054,0.444
84.0,57.23,295.8,65.48,28.77,55.56,0.433,0.175,0.01,-0.324
91.0,57.16,294.0,60.17,28.46,57.98,0.368,0.089,-0.831,-0.111
71.0,57.08,286.9,66.1,29.48,52.26,0.12,-0.354,0.2019999999999999,-0.245
89.0,57.07,293.3,65.29,28.65,60.61,0.509,-0.122,-0.2189999999999999,0.321
78.0,56.96,293.9,66.81,29.31,58.15,0.315,-0.0139999999999999,-0.26,0.019
57.0,56.7,292.1,61.9,28.3,61.2,0.267,-0.104,0.524,0.379
94.0,56.65,298.9,64.6,28.57,57.1,0.509,0.1119999999999999,-0.797,0.391
69.0,56.61,291.9,64.29,29.86,54.81,-0.33,-0.368,-0.439,0.1
83.0,56.35,308.5,67.95,29.37,55.81,0.1119999999999999,0.76,0.288,-0.179
88.0,56.03,296.8,67.74,29.11,54.79,0.215,-0.013,-0.065,-0.142
58.0,55.88,284.3,62.71,29.58,50.72,-0.109,-1.117,-0.084,-0.128
71.0,55.73,315.5,67.61,29.89,51.98,-0.1639999999999999,0.73,0.025,-0.845
77.0,55.67,309.8,68.54,29.4,55.5,-0.077,0.7979999999999999,0.14,-0.168
89.0,55.44,297.3,66.86,29.04,56.8,0.409,0.2319999999999999,0.064,-0.074
73.0,55.05,296.0,65.07,28.93,60.78,0.254,0.1669999999999999,-0.1009999999999999,-0.184
66.0,54.94,288.4,66.49,29.5,55.61,-0.091,-0.593,-0.074,0.03
81.0,54.84,294.0,61.93,29.17,57.0,0.02,-0.1989999999999999,-0.332,-0.081
103.0,54.58,294.3,68.57,28.96,64.46,0.452,-0.0409999999999999,0.046,0.324
64.0,54.49,304.5,65.78,29.48,55.15,-0.148,0.598,-0.027,-0.17
100.0,54.45,307.2,65.5,28.86,62.48,0.064,0.7290000000000001,0.026,0.113
79.0,54.34,293.4,66.03,29.32,55.49,0.319,-0.488,0.175,0.018
59.0,53.83,273.9,57.89,28.16,58.8,-0.018,-1.246,0.466,0.5589999999999999
79.0,53.49,291.7,66.51,29.36,58.86,0.171,-0.233,-0.211,0.044
70.0,52.8,287.6,61.72,28.97,54.2,0.144,-1.027,0.228,0.13
76.0,52.66,299.1,65.13,28.79,61.84,-0.147,0.185,0.738,0.228
63.0,52.21,305.7,65.66,29.78,53.53,-0.653,0.336,-0.374,-0.298
82.0,51.29,292.9,65.88,29.14,58.46,0.252,-0.5379999999999999,0.336,0.047
74.0,51.27,295.9,61.64,28.88,56.16,0.361,-0.307,-1.07,-0.084
75.0,50.15,300.7,64.79,29.41,54.0,-0.106,-0.223,-0.5529999999999999,-0.001
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
