Rounds,Fairway Percentage,Avg Distance,gir,Average Putts,Average Scrambling,Average SG Putts,SG:OTT,SG:APR,SG:ARG
93.0,64.1,286.2,66.43,29.01,61.21,0.212,-0.223,0.645,-0.071
66.0,64.09,276.5,63.8,28.71,63.12,0.415,-0.522,0.153,0.21
83.0,64.0,293.2,65.23,29.37,57.79,-0.136,0.307,-0.294,-0.372
120.0,63.92,283.1,65.69,28.27,60.86,0.374,-0.301,0.718,-0.062
69.0,63.87,303.5,70.54,29.17,59.14,0.023,0.55,0.6920000000000001,0.228
86.0,63.86,293.5,66.02,28.95,59.32,0.168,0.16,-0.105,0.148
79.0,63.82,278.4,66.1,28.56,66.18,0.012,-0.25,0.246,0.205
79.0,63.82,296.9,70.46,30.54,55.0,-1.351,0.591,0.691,-0.111
94.0,63.78,283.3,65.7,28.93,60.39,-0.2319999999999999,-0.233,0.113,0.135
99.0,63.77,295.0,69.33,29.71,57.61,0.244,0.366,0.1369999999999999,-0.301
76.0,63.72,288.6,66.44,28.89,59.51,0.313,0.208,-0.352,-0.154
50.0,63.59,287.7,68.72,30.02,57.53,-0.52,0.11,-0.5920000000000001,-0.242
68.0,63.58,286.7,65.71,28.81,60.76,0.225,-0.054,0.235,0.147
89.0,63.35,290.7,68.8,29.58,61.9,-0.2289999999999999,0.14,0.422,0.126
97.0,63.34,298.9,68.54,29.32,55.39,0.36,0.273,0.109,-0.4039999999999999
79.0,63.27,292.0,67.72,29.27,59.91,-0.246,0.5479999999999999,0.108,0.015
97.0,63.23,288.5,66.55,28.39,63.78,0.316,0.136,0.2019999999999999,0.479
73.0,63.09,279.1,62.44,28.92,58.33,-0.278,-0.326,-0.523,0.28
63.0,63.06,282.7,66.67,30.03,51.69,-0.754,-0.262,0.26,-0.213
87.0,63.03,288.3,64.59,28.59,60.68,0.345,0.148,-0.45,-0.0819999999999999
91.0,62.91,291.8,67.87,27.82,65.03,0.5710000000000001,0.494,0.618,0.471
91.0,62.83,285.2,63.37,28.59,61.83,0.384,-0.326,-0.1989999999999999,-0.054
97.0,62.77,288.2,65.18,28.56,60.69,-0.031,0.296,0.031,-0.111
76.0,62.61,309.8,65.51,29.97,48.77,-0.799,0.583,-0.293,-0.424
98.0,62.51,280.1,64.56,28.35,62.87,0.233,-0.3289999999999999,0.381,0.66
58.0,62.17,281.5,63.79,28.59,57.39,0.529,-0.3229999999999999,-0.782,-0.0279999999999999
68.0,62.11,290.7,68.95,29.37,59.47,0.203,-0.013,0.106,-0.201
76.0,62.08,296.8,65.81,28.44,61.1,0.309,0.123,0.59,0.066
94.0,62.06,296.3,68.79,29.02,56.44,0.074,0.332,0.283,-0.192
84.0,62.03,295.2,70.14,30.04,53.02,-0.055,0.319,-0.085,-0.183
76.0,61.97,285.8,64.54,28.6,60.3,0.065,-0.15,0.302,0.198
94.0,61.9,280.5,64.67,28.99,59.15,0.018,-0.128,0.0559999999999999,0.18
101.0,61.79,284.0,65.62,28.54,57.76,0.644,-0.111,0.1939999999999999,-0.186
58.0,61.78,289.5,63.17,28.81,56.42,-0.283,0.259,-0.637,-0.655
96.0,61.59,288.0,67.03,29.16,61.36,0.036,0.108,-0.084,0.076
87.0,61.47,288.8,70.13,29.84,59.08,-0.526,-0.025,0.42,-0.022
81.0,61.25,287.1,68.28,29.77,55.65,-0.089,-0.198,-0.327,0.0819999999999999
88.0,61.13,302.9,68.52,29.13,60.08,-0.047,0.363,0.6,0.0409999999999999
91.0,61.08,294.0,67.34,29.32,58.69,-0.4029999999999999,0.31,0.238,0.1119999999999999
98.0,60.98,288.4,64.97,28.26,63.27,0.588,-0.126,-0.1989999999999999,0.344
81.0,60.97,289.3,63.92,29.1,57.8,-0.522,0.187,-0.495,0.183
88.0,60.95,290.3,67.61,29.48,55.75,0.294,0.123,-0.409,-0.14
83.0,60.88,283.2,63.52,28.72,58.72,0.062,-0.216,-0.057,-0.113
67.0,60.81,300.4,64.99,29.57,54.66,-0.555,0.669,-0.132,0.092
97.0,60.74,302.1,68.84,29.23,60.66,-0.193,0.372,0.526,-0.217
86.0,60.74,295.3,64.34,28.42,59.42,0.1689999999999999,0.153,-0.284,0.142
81.0,60.73,289.5,66.88,29.54,55.84,0.118,-0.296,0.054,-0.126
51.0,60.69,311.6,69.62,30.11,54.09,-0.396,0.682,0.114,-0.195
71.0,60.4,282.4,68.2,29.07,57.72,-0.093,-0.201,0.324,-0.043
72.0,60.31,290.0,67.78,29.31,56.16,-0.142,0.128,-0.002,0.037
81.0,60.3,290.0,67.83,28.94,63.11,-0.106,0.094,0.375,0.0969999999999999
94.0,60.29,292.3,69.88,30.24,54.3,-0.414,0.066,-0.088,0.127
78.0,60.26,287.6,62.71,28.56,58.57,0.122,-0.115,-0.655,0.209
50.0,60.09,294.9,63.83,28.96,59.48,0.349,0.095,-0.15,0.046
78.0,60.06,290.6,66.24,29.15,60.97,-0.511,0.152,0.42,0.241
98.0,60.03,289.8,62.93,28.55,61.16,0.26,0.251,-0.276,-0.176
94.0,59.89,295.1,66.13,29.0,58.46,0.048,0.106,0.135,0.065
68.0,59.84,298.8,68.28,29.19,61.3,-0.22,0.3389999999999999,0.397,0.088
100.0,59.84,298.4,66.84,29.26,55.5,0.172,0.355,-0.238,-0.166
89.0,59.7,296.0,64.05,28.25,61.27,0.401,0.249,-0.319,0.3329999999999999
56.0,59.7,300.0,66.45,29.29,52.23,0.595,0.094,0.292,-0.102
58.0,59.63,293.8,69.25,29.86,59.81,-0.7979999999999999,0.036,0.407,0.129
50.0,59.59,293.7,66.55,30.44,51.56,-0.6920000000000001,0.138,0.0819999999999999,0.039
59.0,59.47,300.0,67.56,28.96,58.41,-0.022,0.442,0.4679999999999999,0.157
110.0,59.47,297.1,69.14,29.1,59.57,0.381,0.309,0.175,0.228
56.0,59.45,293.6,63.14,29.33,53.62,-0.502,-0.168,-0.746,-0.19
80.0,59.32,287.1,63.6,29.51,51.08,-0.026,-0.171,-0.41,-0.46
86.0,59.31,288.4,63.18,28.44,60.53,0.469,-0.216,-0.217,0.047
90.0,59.3,296.7,66.73,28.88,58.63,0.006,0.27,0.2239999999999999,-0.172
71.0,59.28,277.0,65.57,29.17,61.14,0.289,-0.7929999999999999,0.573,0.514
106.0,59.05,291.6,63.0,28.44,62.18,0.335,-0.038,0.035,-0.0969999999999999
88.0,58.91,295.1,65.79,28.98,59.6,0.39,-0.023,-0.249,0.003
94.0,58.87,284.8,65.7,28.78,58.8,0.105,-0.036,0.0409999999999999,-0.018
84.0,58.86,283.9,63.75,28.7,57.57,0.11,-0.314,0.02,0.147
83.0,58.84,292.2,66.03,28.9,58.59,0.005,0.035,0.456,-0.08
77.0,58.54,300.5,66.31,29.12,60.17,0.1,-0.078,0.302,-0.019
105.0,58.51,298.4,67.05,28.83,61.65,0.56,0.009,0.207,0.0
106.0,58.24,303.2,68.92,28.64,61.55,0.042,0.352,0.385,0.188
83.0,58.24,289.3,65.43,29.35,55.36,0.153,-0.089,-0.301,0.0409999999999999
59.0,58.15,291.9,68.89,29.84,54.22,-0.597,-0.085,-0.149,-0.042
90.0,58.06,294.5,66.67,28.99,55.62,0.177,-0.386,-0.349,0.022
97.0,58.01,298.9,66.19,28.83,58.74,0.065,0.47,0.1369999999999999,-0.3379999999999999
60.0,57.74,291.8,65.0,29.27,54.23,-0.392,-0.061,-0.053,-0.052
68.0,57.44,283.3,65.24,30.06,54.96,-0.995,-0.501,0.085,-0.038
77.0,57.35,293.6,72.94,30.14,58.13,0.102,0.087,0.561,-0.282
84.0,57.33,308.2,69.48,29.1,56.63,0.421,0.407,0.2,0.052
57.0,56.97,307.7,66.77,28.98,56.47,-0.003,0.68,-0.456,-0.09
101.0,56.87,290.7,63.59,28.68,57.7,0.168,-0.08,-0.218,-0.2269999999999999
95.0,56.83,296.8,68.32,29.6,58.77,-0.216,0.349,-0.142,0.047
57.0,56.79,291.7,64.52,29.79,56.59,-0.609,-0.285,0.192,0.102
70.0,56.72,301.7,63.97,29.41,53.04,-0.6970000000000001,0.345,-0.318,-0.217
81.0,56.57,292.6,62.19,29.04,59.35,0.027,-0.271,-0.0559999999999999,-0.039
80.0,56.57,305.2,66.81,29.0,60.57,0.147,0.356,0.529,-0.072
71.0,56.55,315.2,69.32,28.96,61.89,0.212,1.194,0.684,-0.002
78.0,56.45,294.2,62.99,28.85,59.23,-0.11,0.066,-0.467,-0.218
88.0,56.41,305.6,67.3,28.99,58.3,-0.012,0.4639999999999999,-0.0139999999999999,-0.144
90.0,56.39,289.2,66.41,28.95,55.45,-0.103,-0.408,0.436,0.025
72.0,56.37,280.8,64.29,29.24,59.78,-0.054,-0.82,0.2239999999999999,0.1989999999999999
81.0,56.21,305.5,66.74,29.53,56.66,0.077,0.177,0.2269999999999999,-0.284
91.0,56.05,292.3,64.41,28.8,58.32,0.1119999999999999,-0.08,-0.2239999999999999,-0.185
90.0,56.01,299.9,65.44,29.29,59.25,0.086,0.173,-0.314,-0.212
70.0,55.98,300.5,61.51,28.23,59.38,0.262,0.072,0.022,0.225
75.0,55.94,313.7,70.83,28.44,65.34,0.586,0.772,0.461,0.287
53.0,55.9,299.7,64.88,29.87,50.45,-0.5720000000000001,0.06,0.336,-0.428
57.0,55.54,286.4,61.21,28.55,60.68,0.15,-0.541,-0.372,-0.1889999999999999
75.0,55.53,317.7,67.05,28.47,57.85,0.128,0.96,0.579,-0.212
72.0,55.19,287.2,64.37,29.2,60.8,0.132,-0.408,-0.2339999999999999,-0.208
74.0,54.99,294.8,65.62,28.99,56.67,-0.02,0.021,0.1989999999999999,0.102
68.0,54.98,278.7,59.9,28.33,56.71,0.525,-1.411,-0.132,0.113
65.0,54.87,292.7,65.9,29.31,54.89,0.066,-0.555,0.147,0.188
85.0,54.83,296.1,61.11,28.29,59.16,0.2319999999999999,-0.032,-0.347,0.3429999999999999
103.0,54.78,292.9,64.42,28.16,61.99,0.3939999999999999,-0.071,0.263,0.273
106.0,54.3,309.0,67.61,29.11,56.15,-0.006,0.3829999999999999,0.2239999999999999,0.027
83.0,54.12,292.2,63.05,28.93,59.06,0.195,-0.296,0.133,0.143
82.0,54.1,283.3,60.47,28.31,60.0,0.159,-0.8190000000000001,-0.072,0.336
89.0,54.05,309.9,63.66,28.32,59.35,-0.004,0.427,0.253,0.268
103.0,54.04,302.1,63.43,28.2,65.19,0.144,-0.053,0.0559999999999999,0.253
58.0,53.39,285.6,66.77,29.48,58.2,-0.152,-1.081,0.471,0.181
69.0,52.67,295.3,61.7,28.64,56.7,0.19,-0.2689999999999999,-0.221,-0.073
105.0,52.43,302.7,68.57,29.75,56.06,-0.216,0.34,0.1989999999999999,0.059
89.0,52.23,301.6,66.09,28.7,57.71,0.6920000000000001,-0.161,0.3339999999999999,0.068
60.0,51.72,290.5,61.02,29.15,57.01,-0.493,-0.434,-0.165,0.336
81.0,51.63,288.8,61.33,28.39,57.46,0.301,-0.455,-0.198,0.179
73.0,51.52,286.6,58.1,28.67,55.87,0.075,-0.925,-0.074,-0.044
76.0,50.29,294.1,62.46,28.28,61.0,0.722,-0.596,-0.7190000000000001,0.37
64.0,75.49,275.1,68.73,29.29,61.6,0.055,0.083,0.203,0.12
75.0,74.02,272.2,64.3,28.81,59.34,0.025,-0.286,0.253,0.094
103.0,73.46,285.1,71.44,30.09,54.81,0.069,0.456,0.172,-0.631
84.0,73.18,279.3,68.75,28.96,69.33,0.091,0.121,1.175,0.408
71.0,72.41,277.8,67.31,29.71,61.58,-0.078,0.203,0.083,0.0409999999999999
97.0,70.51,282.2,67.42,28.9,60.75,0.106,0.145,0.513,0.093
86.0,70.44,276.7,65.89,29.38,61.36,0.039,-0.103,0.25,0.123
80.0,70.18,275.5,67.17,29.54,57.48,-0.409,-0.092,0.3289999999999999,-0.006
86.0,69.92,284.7,67.99,29.05,57.64,0.042,0.253,0.499,0.0409999999999999
73.0,69.57,288.3,68.06,30.56,53.14,-1.152,0.732,0.044,0.099
68.0,69.56,278.4,65.11,29.31,62.76,-0.216,0.134,0.096,-0.104
66.0,69.2,278.0,65.77,28.56,60.47,0.882,-0.034,0.379,-0.055
54.0,68.83,276.6,65.74,29.98,58.26,-0.652,-0.135,0.2,-0.161
56.0,68.78,293.2,69.03,29.89,51.83,-0.17,0.65,0.575,-0.064
87.0,68.62,285.3,68.07,30.12,50.31,-0.568,0.129,0.252,-0.3289999999999999
79.0,68.04,288.6,63.25,29.0,54.07,0.006,0.471,-0.242,-0.162
109.0,67.87,287.9,64.48,29.06,57.1,-0.032,0.3389999999999999,-0.012,-0.071
92.0,67.6,285.7,68.0,29.24,63.4,-0.1159999999999999,0.221,0.502,0.215
97.0,67.48,279.1,66.38,29.02,60.99,0.315,-0.118,0.146,0.108
91.0,67.37,283.8,66.92,28.74,62.4,0.457,0.21,0.527,0.38
93.0,67.23,278.2,61.47,28.59,61.55,0.145,-0.064,-0.419,0.3989999999999999
85.0,67.08,287.0,66.67,30.33,52.88,-0.622,0.174,0.301,-0.371
92.0,67.04,291.6,70.43,29.86,55.32,0.22,0.473,0.132,-0.087
69.0,67.0,279.6,63.25,29.77,55.58,-0.539,-0.2319999999999999,-0.1119999999999999,0.079
87.0,66.87,283.9,64.39,29.43,57.52,-0.159,-0.059,0.016,0.033
100.0,66.55,287.2,65.0,28.78,58.73,0.211,0.2769999999999999,-0.139,-0.005
80.0,66.49,277.5,65.56,28.55,62.1,0.239,-0.089,0.218,0.16
54.0,66.47,276.2,59.89,29.14,58.73,0.024,-0.332,-0.591,0.103
81.0,66.4,279.0,63.44,28.78,59.1,0.138,-0.297,-0.009,0.017
98.0,66.3,282.2,66.89,29.16,58.22,0.492,0.04,0.138,0.005
91.0,66.14,283.4,63.86,28.54,60.42,0.283,-0.034,0.195,-0.119
77.0,66.14,287.4,68.11,29.7,59.05,-0.026,0.111,0.3229999999999999,-0.064
96.0,65.94,278.5,64.41,28.71,59.02,0.314,0.002,-0.2019999999999999,-0.035
79.0,65.41,281.9,61.68,29.06,56.69,-0.073,-0.0969999999999999,-0.586,0.22
57.0,65.36,287.8,72.43,30.25,60.08,-0.434,0.0559999999999999,0.6409999999999999,0.011
88.0,65.1,295.8,66.67,29.33,54.71,0.207,0.687,-0.221,-0.153
84.0,65.05,284.2,64.44,29.16,57.62,0.141,0.157,-0.0069999999999999,-0.272
75.0,65.04,270.3,57.78,27.77,64.56,0.496,-0.752,-0.497,0.5710000000000001
81.0,64.95,280.0,64.75,28.84,56.03,0.126,-0.475,0.185,0.038
59.0,64.92,280.1,64.31,29.17,59.89,-0.094,-0.2239999999999999,-0.113,0.107
100.0,64.9,296.2,67.59,29.11,57.32,-0.278,0.386,0.526,0.0579999999999999
108.0,64.85,280.3,63.99,28.32,63.57,0.664,0.015,-0.174,0.289
77.0,64.8,279.5,62.63,28.95,56.62,0.4,-0.257,-0.416,0.057
82.0,64.5,290.6,65.58,29.02,55.91,0.154,0.044,-0.0409999999999999,0.067
80.0,64.41,297.0,63.52,29.92,51.3,-0.5579999999999999,0.312,-0.6940000000000001,-0.415
91.0,64.39,290.7,69.6,30.33,56.72,-0.187,0.192,-0.119,-0.105
80.0,64.34,291.7,66.04,28.93,59.1,0.291,0.213,-0.0969999999999999,0.015
94.0,64.32,280.3,64.72,28.46,65.16,0.315,-0.1,0.341,0.397
90.0,64.28,291.6,68.91,29.76,53.41,-0.467,0.505,0.386,-0.012
75.0,64.28,297.5,68.78,30.18,52.63,-0.2,0.305,0.015,-0.436
99.0,64.25,288.9,67.85,29.17,60.21,0.476,0.2239999999999999,0.127,-0.023
80.0,64.22,279.8,62.08,28.81,56.78,0.332,-0.3389999999999999,0.049,0.251
60.0,64.17,297.7,66.2,29.3,59.45,-0.146,0.412,0.065,0.086
68.0,64.02,300.6,67.0,30.85,49.74,-1.475,0.335,0.469,-0.265
62.0,64.0,288.1,65.56,29.9,55.91,-0.8190000000000001,0.415,0.539,-0.614
80.0,63.97,295.8,67.33,29.69,56.01,-0.075,0.298,0.648,-0.258
88.0,63.93,285.8,65.21,28.35,61.89,0.182,-0.174,0.132,0.278
111.0,63.87,282.9,66.77,29.17,59.34,0.107,0.008,0.322,0.23
57.0,63.76,285.3,66.26,29.67,52.74,-0.5760000000000001,0.316,0.59,0.192
50.0,63.7,281.6,63.44,29.58,56.84,-0.156,-0.249,-0.183,0.013
89.0,63.7,285.6,63.28,28.74,59.48,0.326,-0.043,0.143,0.217
92.0,63.67,293.7,61.84,28.92,52.37,0.332,0.205,-0.371,-0.272
76.0,62.95,283.9,60.44,29.12,55.79,-0.384,-0.122,-0.159,0.365
107.0,62.94,291.9,68.62,29.33,60.37,0.147,0.296,0.382,0.265
83.0,62.83,291.3,68.61,29.6,57.78,-0.053,0.048,0.4679999999999999,-0.085
105.0,62.78,291.0,63.46,28.44,63.3,0.374,0.033,0.287,0.1689999999999999
57.0,62.56,278.1,63.0,28.59,60.59,0.517,-0.493,0.315,0.351
75.0,62.56,284.5,62.71,29.82,53.88,-0.344,-0.424,-0.308,-0.021
89.0,62.36,302.2,66.67,28.88,62.31,0.254,0.43,0.5,-0.19
87.0,62.24,288.5,65.28,28.83,59.05,0.3,-0.027,0.3329999999999999,0.275
79.0,62.22,286.1,66.17,28.9,58.21,0.271,-0.061,0.537,0.053
74.0,62.22,289.2,65.69,29.09,58.42,0.466,-0.211,-0.046,-0.06
61.0,62.19,294.3,68.68,28.59,66.67,0.1669999999999999,0.382,1.15,0.286
62.0,62.18,294.7,66.38,29.74,54.7,-0.362,0.302,-0.238,-0.551
80.0,62.07,303.4,70.68,29.75,58.75,-0.093,0.36,0.895,0.0069999999999999
81.0,61.99,271.6,59.21,28.16,65.69,0.268,-0.508,-0.501,0.276
80.0,61.86,285.1,59.97,28.37,61.21,0.446,-0.15,-0.75,0.021
76.0,61.58,288.1,64.89,29.1,58.02,-0.271,0.079,-0.265,0.159
82.0,61.52,294.8,64.03,28.88,60.42,-0.3929999999999999,0.325,1.022,0.198
68.0,61.51,303.5,68.79,28.76,60.73,0.22,0.725,0.61,0.166
83.0,61.47,284.9,67.63,29.85,59.96,-0.163,-0.05,0.552,-0.2339999999999999
63.0,61.45,278.5,60.83,29.14,54.81,-0.1369999999999999,-0.318,-0.1689999999999999,-0.21
85.0,61.43,287.8,65.29,28.78,56.69,0.3879999999999999,0.049,0.076,-0.1159999999999999
62.0,61.43,285.2,65.05,29.18,56.15,0.024,-0.213,0.261,-0.171
51.0,61.4,297.3,66.89,29.59,58.9,-0.204,0.487,0.203,-0.138
76.0,61.39,288.5,62.94,28.88,57.4,0.418,0.179,-0.299,-0.081
57.0,61.35,288.1,62.4,28.64,58.05,0.067,0.042,-0.176,0.0279999999999999
65.0,61.27,294.9,64.58,29.0,53.43,-0.111,0.2789999999999999,0.37,-0.294
66.0,61.26,297.2,66.31,29.76,53.72,-0.154,0.238,-0.205,0.004
87.0,61.26,297.5,66.87,30.36,52.73,-1.385,0.44,0.623,-0.511
90.0,61.22,294.6,65.09,29.59,57.69,-0.218,0.239,-0.091,-0.072
57.0,61.22,292.3,63.69,28.95,56.28,0.151,0.3339999999999999,0.037,0.124
77.0,61.16,304.8,69.11,30.13,59.23,-0.37,0.628,-0.439,0.125
95.0,61.08,281.3,64.16,28.72,61.67,0.268,-0.395,0.15,0.262
106.0,61.08,293.0,67.05,29.76,56.69,-0.409,0.111,0.469,-0.063
67.0,61.05,293.0,64.2,28.9,57.64,0.0,-0.149,-0.107,-0.298
111.0,60.96,289.0,64.26,28.65,59.66,0.113,-0.0139999999999999,0.296,0.121
50.0,60.9,300.5,66.43,29.98,51.8,-0.429,0.7240000000000001,-0.145,-0.367
82.0,60.83,289.6,63.96,29.65,55.11,-0.306,0.162,0.009,-0.102
83.0,60.66,289.7,65.39,29.54,59.19,-0.579,0.1669999999999999,0.126,0.261
56.0,60.49,293.0,65.77,29.0,56.23,0.283,-0.013,0.762,-0.024
76.0,60.47,314.3,67.96,28.99,59.14,-0.05,0.967,0.324,0.111
92.0,60.42,278.6,62.96,28.42,61.0,0.487,-0.311,-0.16,0.345
50.0,60.24,294.4,65.05,28.88,59.93,-0.05,-0.048,0.098,0.06
84.0,60.05,286.4,64.35,28.77,60.3,0.251,-0.28,0.063,-0.039
95.0,59.95,299.2,68.36,29.28,57.44,-0.0279999999999999,0.193,0.465,0.047
95.0,59.95,292.5,66.96,29.21,56.64,0.0,-0.159,0.413,0.061
83.0,59.93,288.1,60.84,28.72,57.79,-0.12,-0.262,-0.07,0.24
91.0,59.93,297.5,64.51,28.46,62.06,0.29,0.264,0.213,0.003
66.0,59.93,310.5,69.44,28.59,58.52,0.2739999999999999,1.367,0.602,0.022
70.0,59.92,295.1,66.91,28.85,61.23,-0.04,0.402,0.7440000000000001,0.36
80.0,59.83,289.8,63.3,28.93,54.58,-0.087,0.094,-0.171,-0.142
84.0,59.8,290.1,64.86,30.06,52.77,-0.252,-0.204,0.002,-0.193
51.0,59.76,284.9,61.35,29.13,60.24,-0.088,-0.04,-0.535,0.145
78.0,59.67,275.4,59.98,28.41,59.66,0.4379999999999999,-0.635,-0.522,0.273
75.0,59.62,300.0,65.65,28.9,59.0,0.119,0.461,-0.259,0.1169999999999999
89.0,59.51,298.9,66.47,29.24,59.45,0.121,0.237,0.222,-0.062
86.0,59.51,282.4,61.72,28.55,63.19,0.205,-0.145,-0.287,0.354
77.0,59.49,278.7,63.93,28.79,60.34,0.249,-0.763,0.006,0.275
93.0,59.49,304.1,66.55,29.1,60.11,-0.149,0.581,0.381,0.087
91.0,59.45,293.7,66.36,29.52,55.35,-0.131,-0.0069999999999999,0.442,-0.192
64.0,59.45,297.8,63.53,28.34,61.67,0.055,0.55,0.315,0.421
91.0,59.35,284.6,62.58,28.38,61.34,0.7040000000000001,-0.162,-0.1989999999999999,0.068
74.0,59.04,296.3,64.51,29.63,55.43,-0.361,0.176,0.053,-0.285
76.0,59.02,303.8,65.2,29.64,52.99,-0.231,0.523,-0.128,-0.4529999999999999
85.0,58.99,287.6,63.53,28.49,61.29,0.19,-0.231,0.113,0.228
64.0,58.95,294.5,64.35,30.15,52.99,-0.157,0.048,-0.623,-0.102
92.0,58.91,289.3,65.15,29.05,59.6,0.109,-0.0559999999999999,-0.1969999999999999,-0.002
91.0,58.79,295.5,66.67,29.44,57.33,-0.138,0.294,0.096,0.006
102.0,58.79,289.7,62.47,27.86,62.39,0.3989999999999999,0.034,0.286,0.26
54.0,58.72,301.2,64.0,28.71,64.95,0.317,0.495,0.176,0.402
93.0,58.69,299.2,67.08,28.97,59.53,0.266,0.415,0.301,-0.026
85.0,58.55,300.4,66.67,28.73,58.24,0.295,0.76,0.133,0.078
85.0,58.51,280.7,59.88,28.16,59.49,0.856,-0.503,-0.636,0.151
84.0,58.51,292.5,64.51,29.43,55.77,-0.331,-0.02,0.038,-0.05
84.0,58.5,291.8,65.28,29.7,54.6,-0.474,-0.006,-0.013,0.176
83.0,58.5,296.3,63.25,28.75,55.92,0.142,0.236,-0.421,0.157
88.0,58.48,283.3,63.07,28.78,58.8,0.282,-0.089,0.066,-0.235
69.0,58.4,303.7,64.98,29.39,53.1,0.0069999999999999,0.5539999999999999,0.078,-0.434
71.0,58.01,292.4,65.26,28.58,61.71,0.2339999999999999,0.201,0.166,0.266
81.0,57.97,297.6,65.21,28.96,57.29,-0.017,0.1639999999999999,0.546,0.0559999999999999
73.0,57.92,294.0,64.01,29.3,50.56,0.019,0.257,-0.057,-0.74
72.0,57.74,281.0,60.87,28.57,62.27,0.1119999999999999,-0.35,-0.253,0.3829999999999999
56.0,57.54,293.4,67.46,29.39,59.76,-0.389,-0.073,-0.109,0.467
80.0,57.36,287.5,65.79,28.87,60.47,0.017,0.0559999999999999,-0.059,0.047
80.0,57.18,306.1,65.14,29.0,57.17,0.047,0.362,0.156,-0.136
58.0,57.18,311.0,68.03,28.74,59.76,0.0819999999999999,0.73,0.5329999999999999,-0.015
84.0,57.01,290.6,63.03,29.0,54.2,0.0409999999999999,-0.319,0.242,-0.102
69.0,56.95,287.1,64.1,29.29,58.33,0.05,-0.209,-0.254,-0.152
56.0,56.91,307.0,64.98,28.95,57.51,0.162,0.425,0.598,-0.226
85.0,56.72,286.3,63.33,28.82,58.82,0.733,-0.2339999999999999,0.0289999999999999,-0.031
85.0,56.71,296.0,66.54,29.56,57.42,-0.144,-0.001,0.391,-0.0289999999999999
61.0,56.5,288.2,62.71,29.81,47.98,-0.792,-0.3389999999999999,0.367,-0.248
64.0,56.16,286.1,61.11,28.77,58.76,0.303,-0.434,-0.299,0.221
77.0,56.04,300.4,63.16,29.38,54.17,-0.305,0.135,-0.221,-0.283
94.0,55.9,288.8,63.64,29.09,61.12,0.352,-0.4429999999999999,0.151,0.2689999999999999
65.0,55.64,303.4,65.38,28.8,59.75,0.222,0.284,0.476,-0.074
92.0,55.59,292.3,63.64,28.76,59.42,0.249,0.04,-0.352,0.3929999999999999
82.0,55.48,294.2,65.38,29.53,55.35,-0.326,-0.065,0.021,-0.201
93.0,55.13,298.1,63.38,29.15,56.77,-0.581,-0.002,0.094,0.307
92.0,55.02,296.5,66.97,29.2,60.33,-0.121,-0.268,0.447,0.248
92.0,54.85,290.7,64.96,28.83,61.8,0.157,-0.267,0.396,0.015
81.0,54.79,294.6,60.53,28.53,59.96,0.353,0.05,-0.381,0.124
86.0,54.71,308.0,60.92,28.35,58.51,-0.075,0.509,-0.317,0.283
103.0,54.09,295.4,62.74,28.53,57.53,0.506,-0.172,-0.425,0.125
64.0,53.94,302.4,64.91,29.48,56.2,-0.585,0.374,-0.321,0.181
77.0,53.73,300.5,63.42,29.06,59.57,0.0819999999999999,0.121,-0.473,0.026
79.0,53.54,290.0,64.17,29.01,58.25,0.017,-0.735,0.291,0.181
85.0,53.26,291.2,61.6,28.68,61.36,-0.171,-0.016,0.141,0.529
75.0,53.26,291.0,64.96,28.79,54.55,0.092,-0.259,0.395,0.095
62.0,53.09,296.7,61.97,29.43,52.64,-0.422,-0.264,-0.417,-0.233
106.0,52.77,304.1,67.66,29.11,61.26,0.037,0.498,0.017,0.201
69.0,52.76,271.2,57.44,28.4,59.84,0.256,-1.582,0.257,0.4429999999999999
71.0,52.68,284.2,60.88,28.86,55.4,0.123,-0.6609999999999999,-0.146,-0.151
74.0,52.29,293.8,59.8,28.15,60.27,0.872,-0.589,-0.291,0.051
98.0,51.67,301.0,67.59,28.73,58.39,0.479,0.119,0.608,0.048
65.0,50.0,308.0,63.11,28.79,55.56,0.35,0.22,-0.509,-0.196
75.0,71.81,273.2,65.41,28.84,62.96,0.198,0.109,0.159,0.125
56.0,70.74,278.0,66.24,29.69,61.39,-0.21,0.185,0.252,0.072
51.0,70.65,283.6,71.16,28.68,65.57,0.72,0.311,0.5670000000000001,0.596
80.0,70.47,275.3,68.3,29.31,59.55,0.092,0.023,0.95,0.3229999999999999
64.0,70.31,273.9,62.02,28.89,60.19,0.0579999999999999,0.048,0.087,-0.049
72.0,70.29,282.8,66.74,29.03,59.86,-0.009,0.381,0.186,-0.184
65.0,70.09,290.9,71.96,29.91,57.28,0.004,0.71,0.7759999999999999,0.128
84.0,69.68,278.8,68.14,29.35,59.66,0.365,0.181,0.251,0.047
79.0,69.61,280.0,68.59,29.89,51.89,-0.2189999999999999,0.218,0.462,-0.6
87.0,69.28,275.1,63.09,28.92,56.92,-0.026,0.009,0.13,-0.178
63.0,68.83,277.6,66.58,29.25,60.42,-0.316,0.074,0.141,-0.166
52.0,68.82,273.2,63.44,29.24,59.27,-0.027,-0.335,-0.166,0.016
91.0,68.61,278.8,62.15,28.38,58.87,0.2319999999999999,0.051,0.222,0.185
88.0,68.53,282.0,66.6,29.64,59.36,-0.2269999999999999,0.179,0.155,0.19
53.0,68.51,277.5,62.7,29.04,61.09,0.136,0.251,0.217,-0.061
